0
24.13
0.0
2
180
40
1.0 10.67124 10.67124 10.67124 10.67124
2.0 10.67124 10.67124 10.67124 10.67124
3.0 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
1.0 10.67124 10.67124 10.67124 10.67124
1.0 10.67124 10.67124 10.67124 10.67124
3.0 10.67124 10.67124 10.67124 10.67124
4.0 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.670645 10.670645 10.67073
10.67073 10.67073 10.67073 10.670645 10.670645
10.670645 10.67056 10.67056 10.67056 10.67056
10.67056 10.67056 10.670645 10.67073 10.670815
10.670985 10.671155 10.671325 10.671495 10.671665
10.671835 10.672005 10.672175 10.672345 10.67243
10.67243 10.672515 10.672515 10.67243 10.672345
10.67226 10.672175 10.672005 10.67192 10.67175
10.671665 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.67124 10.67124 10.67124 10.67124 10.67124
10.645485 10.645825 10.646845 10.648375 10.649565
10.65016 10.65135 10.65288 10.6539 10.65424
10.65526 10.656535 10.65713 10.657215 10.657895
10.658745 10.65883 10.658575 10.65883 10.65934
10.658915 10.658065 10.65781 10.65764 10.65679
10.655855 10.65543 10.65492 10.653645 10.6522
10.65135 10.6505 10.649055 10.64761 10.64676
10.645825 10.644465 10.643105 10.64234 10.641745
10.640555 10.639365 10.638685 10.63826 10.637665
10.636985 10.63673 10.63673 10.63656 10.636305
10.636475 10.6369 10.63707 10.63724 10.638005
10.639195 10.639875 10.6403 10.64132 10.64285
10.643785 10.644125 10.645145 10.646675 10.647865
10.648545 10.64965 10.651265 10.652285 10.65271
10.65373 10.655005 10.6556 10.65577 10.65645
10.657385 10.65747 10.657215 10.657555 10.658065
10.65764 10.656875 10.65662 10.65662 10.65577
10.654835 10.654495 10.653475 10.6522 10.65084
10.650075 10.649225 10.647865 10.64642 10.645655
10.644805 10.64336 10.642085 10.641405 10.64081
10.63979 10.638685 10.63809 10.637835 10.637325
10.6369 10.6369 10.637155 10.637155 10.63724
10.637665 10.638345 10.63877 10.63911 10.63996
10.64132 10.642085 10.64251 10.64353 10.64506
10.64591 10.64625 10.647185 10.64863 10.649735
10.65033 10.65101 10.652625 10.653645 10.654155
10.655175 10.656535 10.65713 10.6573 10.658065
10.659 10.659085 10.658915 10.659255 10.65968
10.65934 10.658575 10.658405 10.65832 10.65747
10.65662 10.656195 10.65577 10.654495 10.653135
10.652285 10.65152 10.650075 10.648715 10.647865
10.647015 10.645655 10.64438 10.643615 10.64302
10.642 10.64081 10.64013 10.63979 10.639195
10.638515 10.638345 10.638345 10.63809 10.63792
10.63809 10.638515 10.63877 10.638855 10.63962
10.64081 10.641575 10.642 10.64302 10.64455
10.5655 10.57298 10.58097 10.58913 10.59678
10.604515 10.612505 10.62041 10.62755 10.63435
10.64115 10.647525 10.652965 10.65747 10.661465
10.66444 10.666395 10.66784 10.66886 10.66869
10.66716 10.665035 10.6624 10.659 10.654495
10.64931 10.643615 10.636985 10.629845 10.62262
10.615395 10.60783 10.599925 10.59202 10.583945
10.5757 10.56771 10.560315 10.553685 10.54714
10.54068 10.5349 10.530055 10.52589 10.52232
10.51926 10.51705 10.515435 10.514585 10.51467
10.51603 10.51807 10.520365 10.523425 10.527675
10.53252 10.537535 10.54306 10.54952 10.55666
10.563885 10.57128 10.57927 10.587345 10.594995
10.60256 10.610635 10.618455 10.62551 10.632225
10.639025 10.6454 10.650755 10.655345 10.659255
10.66223 10.664185 10.665545 10.666565 10.666395
10.66495 10.662825 10.660275 10.65679 10.65237
10.647185 10.641575 10.63435 10.62721 10.620155
10.613015 10.605535 10.597715 10.58981 10.581905
10.573745 10.565755 10.558445 10.5519 10.545525
10.53915 10.53354 10.52895 10.525125 10.521725
10.519005 10.517135 10.51586 10.51535 10.51586
10.51756 10.51994 10.522575 10.525975 10.530565
10.53558 10.540765 10.546375 10.553005 10.560145
10.56737 10.574765 10.582755 10.590745 10.598395
10.60596 10.61361 10.621515 10.628655 10.635455
10.64234 10.648715 10.654155 10.658745 10.66274
10.665715 10.66767 10.669115 10.670135 10.669965
10.668435 10.666225 10.663675 10.66019 10.655685
10.6505 10.64472 10.63809 10.63095 10.623725
10.6165 10.608935 10.60103 10.59304 10.584965
10.57672 10.568645 10.561335 10.55462 10.548075
10.541615 10.53592 10.531075 10.52691 10.52334
10.52028 10.51807 10.51654 10.51569 10.51586
10.51722 10.51926 10.52164 10.5247 10.529035
10.53388 10.53898 10.544505 10.55105 10.558275
10.45347 10.47455 10.496735 10.519515 10.54221
10.564905 10.58811 10.61123 10.63333 10.6539
10.673535 10.69215 10.708895 10.723345 10.735755
10.745785 10.75284 10.75709 10.7593 10.759045
10.755645 10.7491 10.740345 10.729295 10.71578
10.70014 10.68297 10.6641 10.64336 10.6216
10.599925 10.577825 10.554705 10.531245 10.50855
